#{"t_start": 1780643441.363722, "env_id": "MountainCar-v0"}
r,l,t
-139.0,139,44.04821
-124.0,124,44.062986
-109.0,109,44.07587
-112.0,112,44.089119
-114.0,114,44.102585
-140.0,140,44.119158
-108.0,108,44.131936
-111.0,111,44.445804
-146.0,146,44.463489
-107.0,107,44.476211
-167.0,167,44.496067
-106.0,106,44.508656
-132.0,132,44.524262
-107.0,107,44.5369
-130.0,130,44.55224
-141.0,141,44.568921
-108.0,108,44.581656
-108.0,108,44.59444
-107.0,107,44.607512
-109.0,109,44.620893
-108.0,108,44.633875
-113.0,113,44.64753
-142.0,142,44.664545
-157.0,157,44.982959
-111.0,111,44.996437
-111.0,111,45.009747
-113.0,113,45.023209
-150.0,150,45.041245
-145.0,145,45.058466
-180.0,180,45.079697
-109.0,109,45.092562
-110.0,110,45.105605
-141.0,141,45.122187
-105.0,105,45.134571
-111.0,111,45.14761
-111.0,111,45.16068
-114.0,114,45.174117
-105.0,105,45.186476
-106.0,106,45.19897
-108.0,108,45.211749
-106.0,106,45.523157
-106.0,106,45.536136
-114.0,114,45.549894
-110.0,110,45.563615
-170.0,170,45.584143
-107.0,107,45.597212
-109.0,109,45.610228
-111.0,111,45.623521
-105.0,105,45.63606
-104.0,104,45.648402
-86.0,86,45.658661
-110.0,110,45.671722
-83.0,83,45.681565
-115.0,115,45.695438
-107.0,107,45.708485
-111.0,111,45.721704
-144.0,144,45.738731
-144.0,144,45.755846
-107.0,107,46.114433
-177.0,177,46.13542
-111.0,111,46.148541
-143.0,143,46.165338
-89.0,89,46.175908
-164.0,164,46.195115
-111.0,111,46.208116
-112.0,112,46.221286
-107.0,107,46.233892
-112.0,112,46.247049
-111.0,111,46.260098
-152.0,152,46.277873
-114.0,114,46.291267
-106.0,106,46.303704
-108.0,108,46.316329
-117.0,117,46.32999
-110.0,110,46.342913
-110.0,110,46.702735
-148.0,148,46.721875
-109.0,109,46.735245
-109.0,109,46.748391
-105.0,105,46.761026
-110.0,110,46.774487
-162.0,162,46.794204
-109.0,109,46.807103
-105.0,105,46.819641
-154.0,154,46.83804
-111.0,111,46.851398
-109.0,109,46.864673
-111.0,111,46.878012
-110.0,110,46.891179
-153.0,153,46.909452
-142.0,142,46.926263
-153.0,153,46.944343
-182.0,182,47.271171
-149.0,149,47.289121
-84.0,84,47.299282
-145.0,145,47.316611
-108.0,108,47.329626
-108.0,108,47.342551
-109.0,109,47.355554
-87.0,87,47.366525
-108.0,108,47.380044
-107.0,107,47.392971
-109.0,109,47.406092
-143.0,143,47.423213
-110.0,110,47.436428
-134.0,134,47.452476
-140.0,140,47.469331
-105.0,105,47.481905
-110.0,110,47.495174
-114.0,114,47.808483
-114.0,114,47.822281
-143.0,143,47.83944
-110.0,110,47.852706
-150.0,150,47.871573
-119.0,119,47.885998
-152.0,152,47.904217
-141.0,141,47.921202
-149.0,149,47.939211
-112.0,112,47.952722
-152.0,152,47.971316
-129.0,129,47.986932
-112.0,112,48.000489
-140.0,140,48.0187
